"otu"	"tax"	"sim"
"200334"	"SCOR.D2.85m.DNA_534990"	17737	97.31
"200406"	"SCOR.D2.85m.DNA_535061"	2274	100
"200428"	"SCOR.D2.85m.DNA_535083"	23633	99.58
"200488"	"SCOR.D2.85m.DNA_535145"	19082	99.78
"200580"	"SCOR.D2.85m.DNA_535236"	12385	98.7
"200597"	"SCOR.D2.85m.DNA_535253"	26650	99.75
"200703"	"SCOR.D2.85m.DNA_535359"	23633	99.16
"200725"	"SCOR.D2.85m.DNA_535381"	2274	99.19
"200741"	"SCOR.D2.85m.DNA_535397"	27885	99.21
"200753"	"SCOR.D2.85m.DNA_535409"	10939	98.12
"200791"	"SCOR.D2.85m.DNA_535446"	26650	100
"200826"	"SCOR.D2.85m.DNA_535481"	39646	99.01
"200830"	"SCOR.D2.85m.DNA_535485"	23633	99.36
"200835"	"SCOR.D2.85m.DNA_535490"	7561	98.54
"200935"	"SCOR.D2.90m.DNA_535590"	35841	100
"200948"	"SCOR.D2.90m.DNA_535603"	23633	97.7
"200963"	"SCOR.D2.90m.DNA_535618"	12385	99.14
"200976"	"SCOR.D2.90m.DNA_535631"	2962	98.93
"200996"	"SCOR.D2.90m.DNA_535651"	41856	99.58
"201037"	"SCOR.D2.90m.DNA_535690"	23633	100
"201053"	"SCOR.D2.90m.DNA_535707"	30591	99.76
"201082"	"SCOR.D2.90m.DNA_535735"	35841	100
"201091"	"SCOR.D2.90m.DNA_535744"	10939	97.98
"201095"	"SCOR.D2.90m.DNA_535748"	23633	99.16
"201127"	"SCOR.D2.90m.DNA_535780"	17547	99.57
"201135"	"SCOR.D2.90m.DNA_535788"	4362	99.59
"201154"	"SCOR.D2.90m.DNA_535807"	35162	98.8
"201194"	"SCOR.D2.90m.DNA_535847"	8780	100
"201231"	"SCOR.D2.90m.DNA_535884"	2962	99.37
"201261"	"SCOR.D2.90m.DNA_535911"	42840	99.6
"201267"	"SCOR.D2.90m.DNA_535916"	10939	95.16
"201280"	"SCOR.D2.90m.DNA_535929"	23633	99.17
"201291"	"SCOR.D2.90m.DNA_535939"	10939	98.18
"201328"	"SCOR.D2.90m.DNA_535975"	12385	99.14
"201341"	"SCOR.D2.90m.DNA_535988"	2274	99.4
"201343"	"SCOR.D2.90m.DNA_535990"	2274	100
"201357"	"SCOR.D2.90m.DNA_536003"	35162	98.8
"201366"	"SCOR.D2.90m.DNA_536012"	26650	99.39
"201397"	"SCOR.D2.90m.DNA_536043"	32070	99.6
"201427"	"SCOR.D2.90m.DNA_536073"	26650	99.2
"201432"	"SCOR.D2.90m.DNA_536078"	35162	99.39
"201438"	"SCOR.D2.90m.DNA_536084"	42840	99
"201489"	"SCOR.D2.90m.DNA_536134"	4362	99.59
"201495"	"SCOR.D2.90m.DNA_536138"	4362	99.17
"201593"	"SCOR.D2.90m.DNA_536236"	26650	99.6
"201596"	"SCOR.D2.90m.DNA_536239"	35841	99.6
"201617"	"SCOR.D2.90m.DNA_536260"	2962	99.79
"201656"	"SCOR.D2.90m.DNA_536299"	23633	97.7
"201657"	"SCOR.D2.90m.DNA_536300"	35841	100
"201712"	"SCOR.D2.90m.DNA_536355"	32070	98.62
"201722"	"SCOR.D2.90m.DNA_536365"	2274	99.16
"201726"	"SCOR.D2.90m.DNA_536369"	30591	100
"201732"	"SCOR.D2.90m.DNA_536375"	23633	98.54
"201744"	"SCOR.D2.90m.DNA_536387"	10557	99.36
"201753"	"SCOR.D2.90m.DNA_536396"	7561	99.18
"201785"	"SCOR.D2.90m.DNA_536428"	23633	99.16
"201791"	"SCOR.D2.90m.DNA_536434"	27885	99.79
"201795"	"SCOR.D2.90m.DNA_536438"	13270	99.41
"201841"	"SCOR.D2.90m.DNA_536483"	10939	98.32
"201842"	"SCOR.D2.90m.DNA_536484"	7561	99.39
"201846"	"SCOR.D2.90m.DNA_536488"	39646	99.01
"201879"	"SCOR.D2.90m.DNA_536521"	12385	99.35
"201896"	"SCOR.D2.90m.DNA_536538"	23633	99.16
"201897"	"SCOR.D2.90m.DNA_536539"	2274	99.79
"201923"	"SCOR.D2.90m.DNA_536565"	30591	100
"201936"	"SCOR.D2.90m.DNA_536576"	32070	97.2
"201971"	"SCOR.D2.90m.DNA_536610"	10939	95.56
"202016"	"SCOR.D2.90m.DNA_536651"	17737	97.31
"202042"	"SCOR.D2.90m.DNA_536677"	2274	98.99
"202065"	"SCOR.D2.90m.DNA_536698"	30591	99.58
"202071"	"SCOR.D2.90m.DNA_536703"	2274	99.59
"202079"	"SCOR.D2.90m.DNA_536711"	10460	97.22
"202129"	"SCOR.D2.90m.DNA_536762"	35162	98.74
"202255"	"SCOR.D2.90m.DNA_536881"	49468	99.79
"202277"	"SCOR.D2.90m.DNA_536903"	26650	99.38
"202294"	"SCOR.D2.90m.DNA_536918"	26650	100
"202319"	"SCOR.D2.90m.DNA_536942"	2962	99.79
"202335"	"SCOR.D2.90m.DNA_536956"	26650	99.79
"202340"	"SCOR.D2.90m.DNA_536961"	23633	99.58
"202364"	"SCOR.D2.90m.DNA_536985"	8780	99.19
"202386"	"SCOR.D2.90m.DNA_537007"	23633	99.58
"202407"	"SCOR.D2.90m.DNA_537027"	49468	100
"202430"	"SCOR.D2.90m.DNA_537050"	8780	98.97
"202467"	"SCOR.D2.90m.DNA_537086"	35162	99.15
"202516"	"SCOR.D2.90m.DNA_537135"	23633	97.48
"202562"	"SCOR.D2.90m.DNA_537179"	26650	99.4
"202581"	"SCOR.D2.90m.DNA_537198"	41856	98.52
"202584"	"SCOR.D2.90m.DNA_537201"	39646	98.81
"202592"	"SCOR.D2.90m.DNA_537208"	32940	99.2
"202655"	"SCOR.D2.90m.DNA_537269"	35162	99.2
"202700"	"SCOR.D2.90m.DNA_537312"	35841	99.37
"202745"	"SCOR.D2.90m.DNA_537357"	39646	98.59
"202755"	"SCOR.D2.90m.DNA_537367"	23633	98.95
"202830"	"SCOR.D2.90m.DNA_537439"	12385	99.14
"202858"	"SCOR.D2.90m.DNA_537466"	23633	95.56
"202859"	"SCOR.D2.90m.DNA_537467"	4362	99.17
"202871"	"SCOR.D2.90m.DNA_537479"	10939	98.79
"202873"	"SCOR.D2.90m.DNA_537481"	13270	99.8
"202884"	"SCOR.D2.90m.DNA_537492"	26650	98.8
"202928"	"SCOR.D2.90m.DNA_537533"	23633	98.74
"202938"	"SCOR.D2.90m.DNA_537543"	23633	99.37
"203076"	"SCOR.D2.90m.DNA_537678"	32940	98.41
"203078"	"SCOR.D2.90m.DNA_537680"	27885	99.8
"203101"	"SCOR.D2.90m.DNA_537703"	12385	98.41
"203225"	"SCOR.D2.90m.DNA_537824"	23633	97.49
"203230"	"SCOR.D2.90m.DNA_537829"	23633	99.58
"203274"	"SCOR.D2.90m.DNA_537871"	41856	98.11
"203288"	"SCOR.D2.90m.DNA_537885"	23633	96.03
"203298"	"SCOR.D2.90m.DNA_537895"	23633	98.72
"203323"	"SCOR.D2.90m.DNA_537920"	28241	98.14
"203335"	"SCOR.D2.90m.DNA_537932"	35162	99.4
"203346"	"SCOR.D2.90m.DNA_537942"	10939	95.56
"203357"	"SCOR.D2.90m.DNA_537952"	39646	99.21
"203360"	"SCOR.D2.90m.DNA_537955"	23633	99.16
"203363"	"SCOR.D2.90m.DNA_537958"	32070	98.8
"203365"	"SCOR.D2.90m.DNA_537960"	23633	97.7
"203374"	"SCOR.D2.90m.DNA_537969"	16229	99.58
"203376"	"SCOR.D2.90m.DNA_537971"	10939	98.38
"203403"	"SCOR.D2.90m.DNA_537998"	26650	99.77
"203432"	"SCOR.D2.90m.DNA_538027"	23633	99.16
"203462"	"SCOR.D2.90m.DNA_538057"	23633	100
"203467"	"SCOR.D2.90m.DNA_538062"	32940	96.39
"203469"	"SCOR.D2.90m.DNA_538064"	41856	98.31
"203479"	"SCOR.D2.90m.DNA_538074"	23633	98.43
"203520"	"SCOR.D2.90m.DNA_538115"	30591	99.53
"203522"	"SCOR.D2.90m.DNA_538116"	10939	95.76
"203524"	"SCOR.D2.90m.DNA_538118"	23633	99.79
"203533"	"SCOR.D2.90m.DNA_538128"	26650	99.2
"203544"	"SCOR.D2.90m.DNA_538139"	35841	99.37
"203547"	"SCOR.D2.90m.DNA_538142"	10939	97.98
"203556"	"SCOR.D2.90m.DNA_538151"	10939	98.38
"203579"	"SCOR.D2.90m.DNA_538174"	32940	99.2
"203607"	"SCOR.D2.90m.DNA_538201"	30591	99.55
"203674"	"SCOR.D2.90m.DNA_538268"	8780	98.97
"203697"	"SCOR.D2.90m.DNA_538291"	23633	98.54
"203713"	"SCOR.D2.90m.DNA_538307"	17737	97.93
"203749"	"SCOR.D2.90m.DNA_538343"	26650	99.4
"203771"	"SCOR.D2.90m.DNA_538365"	8780	98.55
"203786"	"SCOR.D2.90m.DNA_538380"	13270	99.41
"203792"	"SCOR.D2.90m.DNA_538386"	19082	99.6
"203800"	"SCOR.D2.90m.DNA_538390"	17547	99.79
"203803"	"SCOR.D2.90m.DNA_538393"	27885	98.19
"203805"	"SCOR.D2.90m.DNA_538395"	17737	100
"203811"	"SCOR.D2.90m.DNA_538401"	7561	97.76
"203812"	"SCOR.D2.90m.DNA_538402"	39646	97.96
"203814"	"SCOR.D2.90m.DNA_538404"	49468	98.74
"203848"	"SCOR.D2.90m.DNA_538435"	10939	98.19
"203856"	"SCOR.D2.90m.DNA_538443"	23633	99.37
"203944"	"SCOR.D2.90m.DNA_538529"	12385	98.39
"203966"	"SCOR.D2.90m.DNA_538552"	38500	99.6
"203975"	"SCOR.D2.90m.DNA_538561"	26650	99.19
"203999"	"SCOR.D2.90m.DNA_538585"	12385	99.38
"204012"	"SCOR.D2.90m.DNA_538598"	41856	99.79
"204016"	"SCOR.D2.90m.DNA_538601"	10939	95.76
"204026"	"SCOR.D2.90m.DNA_538611"	23633	99.16
"204081"	"SCOR.D2.90m.DNA_538662"	26650	99.4
"204084"	"SCOR.D2.90m.DNA_538665"	35162	99
"204099"	"SCOR.D2.90m.DNA_538680"	7561	98.74
"204142"	"SCOR.D2.90m.DNA_538721"	10939	95.76
"204167"	"SCOR.D2.90m.DNA_538745"	32070	99.8
"204202"	"SCOR.D2.90m.DNA_538779"	23633	99.57
"204206"	"SCOR.D2.90m.DNA_538783"	39646	99.21
"204214"	"SCOR.D2.90m.DNA_538791"	23633	99.79
"204251"	"SCOR.D2.90m.DNA_538828"	26650	99.4
"204312"	"SCOR.D2.90m.DNA_538886"	13270	99.01
"204372"	"SCOR.D2.90m.DNA_538944"	27885	99.79
"204397"	"SCOR.D2.90m.DNA_538969"	38500	99.01
"204423"	"SCOR.D2.90m.DNA_538994"	49468	99.79
"204426"	"SCOR.D2.90m.DNA_538997"	23633	100
"204436"	"SCOR.D2.90m.DNA_539005"	10939	98.59
"204454"	"SCOR.D2.90m.DNA_539023"	23633	100
"204470"	"SCOR.D2.90m.DNA_539037"	17737	98.96
"204479"	"SCOR.D2.90m.DNA_539046"	39646	99.8
"204500"	"SCOR.D2.90m.DNA_539066"	10939	98.38
"204519"	"SCOR.D2.90m.DNA_539085"	35841	100
"204600"	"SCOR.D2.90m.DNA_539163"	10939	95.35
"204614"	"SCOR.D2.90m.DNA_539177"	23633	98.95
"204642"	"SCOR.D2.90m.DNA_539205"	16229	98.74
"204661"	"SCOR.D2.90m.DNA_539224"	23633	98.74
"204702"	"SCOR.D2.90m.DNA_539264"	28241	98.63
"204724"	"SCOR.D2.90m.DNA_539286"	35162	98.8
"204729"	"SCOR.D2.90m.DNA_539291"	38500	99.2
"204744"	"SCOR.D2.90m.DNA_539305"	10939	98.53
"204746"	"SCOR.D2.90m.DNA_539307"	28241	99.58
"204761"	"SCOR.D2.90m.DNA_539322"	19082	99.6
"204763"	"SCOR.D2.90m.DNA_539324"	32940	99.4
"204830"	"SCOR.D2.90m.DNA_539391"	10460	98.61
"204833"	"SCOR.D2.90m.DNA_539394"	26650	99.2
"204876"	"SCOR.D2.90m.DNA_539433"	4362	99.37
"204889"	"SCOR.D2.90m.DNA_539446"	12385	99.57
"204935"	"SCOR.D2.90m.DNA_539492"	23633	98.95
"204973"	"SCOR.D2.90m.DNA_539530"	28241	99.37
"204978"	"SCOR.D2.90m.DNA_539534"	10939	95.56
"205022"	"SCOR.D2.90m.DNA_539578"	27885	99.8
"205060"	"SCOR.D2.90m.DNA_539615"	10939	98.19
"205101"	"SCOR.D2.90m.DNA_539655"	2962	97.71
"205102"	"SCOR.D2.90m.DNA_539656"	32940	98.99
"205103"	"SCOR.D2.90m.DNA_539657"	14519	98.58
"205132"	"SCOR.D2.90m.DNA_539687"	26582	98.95
"205151"	"SCOR.D2.90m.DNA_539706"	32940	99
"205190"	"SCOR.D2.90m.DNA_539745"	41856	100
"205200"	"SCOR.D2.90m.DNA_539755"	2962	99.79
"205209"	"SCOR.D2.90m.DNA_539764"	23633	99.16
"205210"	"SCOR.D2.90m.DNA_539765"	26582	98.95
"205241"	"SCOR.D2.90m.DNA_539796"	23633	98.95
"205253"	"SCOR.D2.90m.DNA_539808"	26650	99.76
"205258"	"SCOR.D2.90m.DNA_539814"	30591	100
"205263"	"SCOR.D2.90m.DNA_539819"	19082	99.8
"205333"	"SCOR.D2.90m.DNA_539891"	35162	98.6
"205380"	"SCOR.D2.90m.DNA_539938"	4362	98.29
"205393"	"SCOR.D2.90m.DNA_539951"	7561	99.16
"205402"	"SCOR.D2.90m.DNA_539960"	8780	98.52
"205439"	"SCOR.D2.90m.DNA_539997"	18459	99.6
"205440"	"SCOR.D2.90m.DNA_539998"	30591	99.37
"205443"	"SCOR.D2.90m.DNA_540001"	32940	98.8
"205486"	"SCOR.D2.90m.DNA_540043"	12385	98.74
"205540"	"SCOR.D2.90m.DNA_540096"	41856	97.89
"205590"	"SCOR.D2.90m.DNA_540146"	26650	99.6
"205603"	"SCOR.D2.90m.DNA_540159"	4155	95.83
"205611"	"SCOR.D2.90m.DNA_540167"	17737	97.3
"205617"	"SCOR.D2.90m.DNA_540173"	7561	98.78
"205637"	"SCOR.D2.90m.DNA_540193"	10939	98.38
"205645"	"SCOR.D2.90m.DNA_540201"	10939	95.36
"205652"	"SCOR.D2.90m.DNA_540207"	35841	100
"205656"	"SCOR.D2.90m.DNA_540212"	27885	98.6
"205685"	"SCOR.D2.90m.DNA_540241"	39646	98.81
"205741"	"SCOR.D2.90m.DNA_540297"	10939	95.36
"205797"	"SCOR.D2.90m.DNA_540351"	17737	97.48
"205846"	"SCOR.D2.90m.DNA_540397"	27885	99.36
"205859"	"SCOR.D2.90m.DNA_540410"	23633	98.56
"205866"	"SCOR.D2.90m.DNA_540417"	26650	99.54
"205899"	"SCOR.D2.90m.DNA_540450"	13270	100
"205900"	"SCOR.D2.90m.DNA_540451"	26650	99.39
"205960"	"SCOR.D2.90m.DNA_540511"	28241	99.16
"205964"	"SCOR.D2.90m.DNA_540515"	39646	99
"205975"	"SCOR.D2.90m.DNA_540525"	10939	95.76
"206002"	"SCOR.D2.90m.DNA_540552"	23633	99.54
"206009"	"SCOR.D2.90m.DNA_540559"	49468	99.16
"206018"	"SCOR.D2.90m.DNA_540568"	23633	98.74
"206055"	"SCOR.D2.90m.DNA_540604"	10939	98.38
"206062"	"SCOR.D2.90m.DNA_540610"	10939	96.99
"206090"	"SCOR.D2.90m.DNA_540637"	2274	99.8
"206093"	"SCOR.D2.90m.DNA_540640"	2274	99.59
"206172"	"SCOR.D2.90m.DNA_540719"	28241	98.72
"206210"	"SCOR.D2.90m.DNA_540755"	41856	98.11
"206267"	"SCOR.D2.90m.DNA_540812"	49468	98.12
"206271"	"SCOR.D2.90m.DNA_540816"	39646	99.77
"206280"	"SCOR.D2.90m.DNA_540823"	39646	99.17
"206281"	"SCOR.D2.90m.DNA_540824"	41856	99.79
"206297"	"SCOR.D2.90m.DNA_540840"	27885	99.4
"206306"	"SCOR.D2.90m.DNA_540849"	8780	99.06
"206331"	"SCOR.D2.90m.DNA_540874"	23633	97.48
"206333"	"SCOR.D2.90m.DNA_540876"	10939	98.38
"206339"	"SCOR.D2.90m.DNA_540882"	23633	99.16
"206391"	"SCOR.D2.90m.DNA_540935"	35162	98.8
"206393"	"SCOR.D2.90m.DNA_540937"	10939	97.79
"206439"	"SCOR.D2.90m.DNA_540981"	23633	99.37
"206447"	"SCOR.D2.90m.DNA_540989"	23633	98.33
"206500"	"SCOR.D2.90m.DNA_541043"	26650	99.2
"206505"	"SCOR.D2.90m.DNA_541048"	42840	99.6
"206517"	"SCOR.D2.90m.DNA_541060"	23633	99.37
"206530"	"SCOR.D2.90m.DNA_541073"	17737	97.93
"206540"	"SCOR.D2.90m.DNA_541081"	28241	98.97
"206630"	"SCOR.D2.90m.DNA_541171"	10939	98.59
"206680"	"SCOR.D2.90m.DNA_541221"	30591	100
"206688"	"SCOR.D2.90m.DNA_541229"	34620	99.78
"206693"	"SCOR.D2.90m.DNA_541234"	28241	99.27
"206762"	"SCOR.D2.90m.DNA_541299"	26650	99.8
"206777"	"SCOR.D2.90m.DNA_541315"	10939	98.19
"206818"	"SCOR.D2.90m.DNA_541356"	35162	99.59
"206892"	"SCOR.D2.90m.DNA_541429"	39646	98.98
"206931"	"SCOR.D2.90m.DNA_541468"	38500	99.6
"206935"	"SCOR.D2.90m.DNA_541472"	17737	99.79
"206940"	"SCOR.D2.90m.DNA_541477"	4362	100
"206965"	"SCOR.D2.90m.DNA_541498"	10939	98.38
"206967"	"SCOR.D2.90m.DNA_541500"	39646	97.01
"206976"	"SCOR.D2.90m.DNA_541509"	14519	99
"206995"	"SCOR.D2.90m.DNA_541528"	23633	95.82
"207025"	"SCOR.D2.90m.DNA_541558"	10939	98.58
"207045"	"SCOR.D2.90m.DNA_541578"	13270	99.61
"207054"	"SCOR.D2.90m.DNA_541586"	17547	100
"207059"	"SCOR.D2.90m.DNA_541591"	23633	99.58
"207072"	"SCOR.D2.90m.DNA_541604"	39646	99.6
"207105"	"SCOR.D2.90m.DNA_541635"	23633	96.23
"207131"	"SCOR.D2.90m.DNA_541661"	35841	98.99
"207133"	"SCOR.D2.90m.DNA_541663"	23633	95.82
"207201"	"SCOR.D2.90m.DNA_541730"	39646	98.81
"207227"	"SCOR.D2.90m.DNA_541756"	34620	99.57
"207228"	"SCOR.D2.90m.DNA_541757"	12385	99.79
"207231"	"SCOR.D2.90m.DNA_541760"	42840	99.2
"207264"	"SCOR.D2.90m.DNA_541792"	34620	99.34
"207294"	"SCOR.D2.90m.DNA_541819"	23633	99.16
"207344"	"SCOR.D2.90m.DNA_541869"	4362	99.38
"207360"	"SCOR.D2.90m.DNA_541884"	27885	98.6
"207363"	"SCOR.D2.90m.DNA_541887"	26650	100
"207377"	"SCOR.D2.90m.DNA_541901"	19082	99.2
"207393"	"SCOR.D2.90m.DNA_541917"	10939	98.59
"207404"	"SCOR.D2.90m.DNA_541927"	23633	95.82
"207412"	"SCOR.D2.90m.DNA_541935"	12385	100
"207421"	"SCOR.D2.90m.DNA_541943"	23633	98.32
"207433"	"SCOR.D2.90m.DNA_541955"	2274	99.8
"207456"	"SCOR.D2.90m.DNA_541978"	10939	98.59
"207506"	"SCOR.D2.90m.DNA_542028"	2962	100
"207532"	"SCOR.D2.90m.DNA_542054"	26650	99.4
"207579"	"SCOR.D2.90m.DNA_542099"	10939	98.38
"207581"	"SCOR.D2.90m.DNA_542101"	4362	98.96
"207603"	"SCOR.D2.90m.DNA_542123"	5081	98.53
"207607"	"SCOR.D2.90m.DNA_542127"	10939	98.59
"207612"	"SCOR.D2.90m.DNA_542131"	10939	95.35
"207635"	"SCOR.D2.90m.DNA_542152"	23633	98.75
"207669"	"SCOR.D2.90m.DNA_542186"	26650	98.59
"207672"	"SCOR.D2.90m.DNA_542189"	42840	99.8
"207682"	"SCOR.D2.90m.DNA_542199"	23633	98.74
"207708"	"SCOR.D2.90m.DNA_542225"	26650	99.78
"207712"	"SCOR.D2.90m.DNA_542229"	14519	99.4
"207754"	"SCOR.D2.90m.DNA_542270"	39646	98.99
"207772"	"SCOR.D2.90m.DNA_542288"	39646	98.42
"207786"	"SCOR.D2.90m.DNA_542302"	17737	99.77
"207825"	"SCOR.D2.90m.DNA_542339"	10939	98.12
"207897"	"SCOR.D2.90m.DNA_542408"	39646	98.79
"207901"	"SCOR.D2.90m.DNA_542412"	10939	98.19
"207949"	"SCOR.D2.90m.DNA_542460"	23633	99.37
"207951"	"SCOR.D2.90m.DNA_542462"	12385	97.89
"207973"	"SCOR.D2.90m.DNA_542483"	10939	95.76
"208006"	"SCOR.D2.90m.DNA_542516"	27885	100
"208021"	"SCOR.D2.90m.DNA_542531"	23633	99.79
"208034"	"SCOR.D2.90m.DNA_542544"	2962	99.16
"208037"	"SCOR.D2.90m.DNA_542547"	10202	98.33
"208038"	"SCOR.D2.90m.DNA_542548"	30591	100
"208078"	"SCOR.D2.90m.DNA_542587"	2274	99.4
"208084"	"SCOR.D2.90m.DNA_542593"	35841	100
"208123"	"SCOR.D2.90m.DNA_542632"	32940	99.8
"208142"	"SCOR.D2.90m.DNA_542651"	8780	99.59
"208150"	"SCOR.D2.90m.DNA_542659"	10939	97.05
"208178"	"SCOR.D2.90m.DNA_542685"	35162	99.4
"208227"	"SCOR.D2.90m.DNA_542732"	17737	97.93
"208254"	"SCOR.D2.90m.DNA_542759"	17547	100
"208270"	"SCOR.D2.90m.DNA_542775"	10939	98.74
"208311"	"SCOR.D2.90m.DNA_542813"	32070	99.6
"208352"	"SCOR.D2.90m.DNA_542850"	30591	99.78
"208361"	"SCOR.D2.90m.DNA_542859"	2962	99.58
"208377"	"SCOR.D2.90m.DNA_542874"	23633	97.48
"208384"	"SCOR.D2.90m.DNA_542881"	26650	99.76
"208410"	"SCOR.D2.90m.DNA_542906"	10939	95.56
"208425"	"SCOR.D2.90m.DNA_542921"	26650	99.2
"208448"	"SCOR.D2.90m.DNA_542944"	39646	97.39
"208458"	"SCOR.D2.90m.DNA_542954"	13270	99.39
"208462"	"SCOR.D2.90m.DNA_542958"	32070	98.97
"208467"	"SCOR.D2.90m.DNA_542963"	10939	98.38
"208476"	"SCOR.D2.90m.DNA_542972"	12385	99.79
"208507"	"SCOR.D2.90m.DNA_543003"	26650	99.6
"208534"	"SCOR.D2.90m.DNA_543030"	2962	99.5
"208571"	"SCOR.D2.90m.DNA_543067"	27885	100
"208576"	"SCOR.D2.90m.DNA_543072"	13270	99.6
"208579"	"SCOR.D2.90m.DNA_543075"	32070	99.4
"208644"	"SCOR.D2.90m.DNA_543139"	10939	98.18
"208654"	"SCOR.D2.90m.DNA_543149"	23633	99.79
"208660"	"SCOR.D2.90m.DNA_543155"	17737	99.79
"208681"	"SCOR.D2.90m.DNA_543175"	10939	98.32
"208691"	"SCOR.D2.90m.DNA_543184"	23633	99.37
"208720"	"SCOR.D2.90m.DNA_543213"	23633	99.37
"208728"	"SCOR.D2.90m.DNA_543221"	10939	97.79
"208758"	"SCOR.D2.90m.DNA_543250"	23633	99.58
"208765"	"SCOR.D2.90m.DNA_543257"	8780	98.2
"208797"	"SCOR.D2.90m.DNA_543289"	2274	100
"208848"	"SCOR.D2.90m.DNA_543340"	10939	98.18
"208884"	"SCOR.D2.90m.DNA_543376"	28241	99.14
"208896"	"SCOR.D2.90m.DNA_543388"	2962	99.58
"208912"	"SCOR.D2.90m.DNA_543403"	5081	99.78
"208930"	"SCOR.D2.90m.DNA_543421"	39646	98.79
"208942"	"SCOR.D2.90m.DNA_543433"	10939	98.18
"208952"	"SCOR.D2.90m.DNA_543443"	39646	98.61
"208956"	"SCOR.D2.90m.DNA_543447"	27885	99.6
"208962"	"SCOR.D2.90m.DNA_543453"	10939	98.59
"208972"	"SCOR.D2.90m.DNA_543463"	41856	99.79
"208986"	"SCOR.D2.90m.DNA_543476"	14519	99.4
"209006"	"SCOR.D2.90m.DNA_543496"	23633	98.95
"209063"	"SCOR.D2.90m.DNA_543553"	26650	99.29
"209084"	"SCOR.D2.90m.DNA_543574"	2274	99.4
"209137"	"SCOR.D2.90m.DNA_543625"	49468	99.79
"209161"	"SCOR.D2.90m.DNA_543648"	10939	98.11
"209162"	"SCOR.D2.90m.DNA_543648"	49329	98.11
"209182"	"SCOR.D2.90m.DNA_543666"	23633	97.28
"209213"	"SCOR.D2.90m.DNA_543697"	39646	98.96
"209224"	"SCOR.D2.90m.DNA_543708"	35162	99.39
"209317"	"SCOR.D2.90m.DNA_543800"	23633	98.95
"209318"	"SCOR.D2.90m.DNA_543801"	26650	99.6
"209418"	"SCOR.D2.90m.DNA_543900"	32070	99.2
"209491"	"SCOR.D2.90m.DNA_543973"	39646	98.81
"209574"	"SCOR.D2.90m.DNA_544055"	23633	96.03
"209592"	"SCOR.D2.90m.DNA_544071"	28241	98.12
"209595"	"SCOR.D2.90m.DNA_544074"	35162	98.8
"209644"	"SCOR.D2.90m.DNA_544121"	30591	99.77
"209662"	"SCOR.D2.90m.DNA_544139"	10939	98.11
"209684"	"SCOR.D2.90m.DNA_544161"	12385	99.18
"209706"	"SCOR.D2.90m.DNA_544183"	26650	99.4
"209712"	"SCOR.D2.90m.DNA_544188"	39646	99.4
"209716"	"SCOR.D2.90m.DNA_544192"	8780	99.39
"209717"	"SCOR.D2.90m.DNA_544193"	26582	98.74
"209722"	"SCOR.D2.90m.DNA_544198"	32940	98.2
"209742"	"SCOR.D2.90m.DNA_544218"	10939	97.85
"209750"	"SCOR.D2.90m.DNA_544225"	42773	99.79
"209770"	"SCOR.D2.90m.DNA_544245"	2274	98.32
"209778"	"SCOR.D2.90m.DNA_544253"	35162	99.59
"209815"	"SCOR.D2.90m.DNA_544290"	10939	98.18
"209833"	"SCOR.D2.90m.DNA_544308"	26650	100
"209839"	"SCOR.D2.90m.DNA_544314"	2274	100
"209857"	"SCOR.D2.90m.DNA_544332"	27885	99.8
"209934"	"SCOR.D2.90m.DNA_544408"	23633	97.7
"209956"	"SCOR.D2.90m.DNA_544430"	41856	99.56
"209960"	"SCOR.D2.90m.DNA_544433"	10939	98.32
"209985"	"SCOR.D2.90m.DNA_544458"	28241	99.58
"209999"	"SCOR.D2.90m.DNA_544472"	26650	99.79
"210002"	"SCOR.D2.90m.DNA_544475"	23633	98.54
"210025"	"SCOR.D2.90m.DNA_544498"	28241	98.75
"210095"	"SCOR.D2.90m.DNA_544568"	32070	99.4
"210110"	"SCOR.D2.90m.DNA_544583"	23633	99.58
"210117"	"SCOR.D2.90m.DNA_544590"	23633	96.02
"210119"	"SCOR.D2.90m.DNA_544592"	41856	99.79
"210132"	"SCOR.D2.90m.DNA_544605"	17737	97.46
"210134"	"SCOR.D2.90m.DNA_544607"	26650	99.2
"210137"	"SCOR.D2.90m.DNA_544610"	17737	97.1
"210139"	"SCOR.D2.90m.DNA_544612"	10939	98.38
"210162"	"SCOR.D2.90m.DNA_544635"	10939	98.18
"210168"	"SCOR.D2.90m.DNA_544641"	35841	99.39
"210185"	"SCOR.D2.90m.DNA_544657"	2962	99.37
"210236"	"SCOR.D2.90m.DNA_544704"	8780	98.54
"210268"	"SCOR.D2.90m.DNA_544735"	28241	98.66
"210278"	"SCOR.D2.90m.DNA_544745"	35162	99.39
"210280"	"SCOR.D2.90m.DNA_544747"	10939	96.36
"210288"	"SCOR.D2.90m.DNA_544755"	27885	99.6
"210314"	"SCOR.D2.90m.DNA_544780"	10939	98.18
"210316"	"SCOR.D2.90m.DNA_544782"	39646	98.61
"210317"	"SCOR.D2.90m.DNA_544783"	17737	97.3
"210340"	"SCOR.D2.90m.DNA_544805"	35162	99
"210381"	"SCOR.D2.90m.DNA_544845"	23633	100
"210388"	"SCOR.D2.90m.DNA_544852"	26650	99.4
"210411"	"SCOR.D2.90m.DNA_544875"	17737	97.93
"210426"	"SCOR.D2.90m.DNA_544886"	49468	99.79
